FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,Andalusia,Spain,2020-09-25 04:23:21,37.5443,-4.7278,53725,1714,10671,41340,"Andalusia, Spain",637.50347823559,3.19032107957189
,,Aragon,Spain,2020-09-25 04:23:21,41.5976,-0.9057,34274,1360,3772,29142,"Aragon, Spain",2595.36296765224,3.96802240765595
,,Asturias,Spain,2020-09-25 04:23:21,43.3614,-5.8593,4874,342,1063,3469,"Asturias, Spain",476.81238107816,7.01682396389003
,,Baleares,Spain,2020-09-25 04:23:21,39.710358,2.995148,13154,286,1533,11335,"Baleares, Spain",1107.03405093333,2.17424357609852
,,C. Valenciana,Spain,2020-09-25 04:23:21,39.484,-0.7533,37502,1574,9970,25958,"C. Valenciana, Spain",753.813742356987,4.197109487494
,,Canarias,Spain,2020-09-25 04:23:21,28.2916,-16.6291,12487,218,1537,10732,"Canarias, Spain",565.81604702703,1.74581564827421
,,Cantabria,Spain,2020-09-25 04:23:21,43.1828,-3.9878,6499,232,2287,3980,"Cantabria, Spain",1117.35589478733,3.56977996614864
,,Castilla - La Mancha,Spain,2020-09-25 04:23:21,39.2796,-3.0977,39068,3093,6392,29583,"Castilla - La Mancha, Spain",1919.91948407692,7.91696529128699
,,Castilla y Leon,Spain,2020-09-25 04:23:21,41.8357,-4.3976,43285,2988,8716,31581,"Castilla y Leon, Spain",1797.74916903162,6.90308420931039
,,Catalonia,Spain,2020-09-25 04:23:21,41.5912,1.5209,134825,5824,26203,102798,"Catalonia, Spain",1781.88369126739,4.31967365102911
,,Ceuta,Spain,2020-09-25 04:23:21,35.8894,-5.3213,510,10,163,337,"Ceuta, Spain",601.209492036921,1.96078431372549
,,Extremadura,Spain,2020-09-25 04:23:21,39.4937,-6.0679,9563,562,2652,6349,"Extremadura, Spain",897.576927120095,5.87681689846283
,,Galicia,Spain,2020-09-25 04:23:21,42.5751,-8.1339,20014,723,9204,10087,"Galicia, Spain",741.138206685501,3.61247127011092
,,La Rioja,Spain,2020-09-25 04:23:21,42.2871,-2.5396,7961,408,3107,4446,"La Rioja, Spain",2538.81895966145,5.12498429845497
,,Madrid,Spain,2020-09-25 04:23:21,40.4168,-3.7038,210768,9190,40736,160842,"Madrid, Spain",3173.42876746422,4.36024443938359
,,Melilla,Spain,2020-09-25 04:23:21,35.2923,-2.9381,824,4,125,695,"Melilla, Spain",972.971696442277,0.485436893203883
,,Murcia,Spain,2020-09-25 04:23:21,37.9922,-1.1307,16595,200,2180,14215,"Murcia, Spain",1115.50801492005,1.20518228382043
,,Navarra,Spain,2020-09-25 04:23:21,42.6954,-1.6761,16234,562,3905,11767,"Navarra, Spain",2497.74596658799,3.46187014906985
,,Pais Vasco,Spain,2020-09-25 04:23:21,42.9896,-2.6189,42047,1828,16160,24059,"Pais Vasco, Spain",1930.63897000753,4.34751587509216
,,Unknown,Spain,2020-09-25 04:23:21,,,0,0,0,0,"Unknown, Spain",,
,,,Sri Lanka,2020-09-25 04:23:21,7.873054,80.771797,3333,13,3142,178,Sri Lanka,15.5651290672831,0.39003900390039
,,,Sudan,2020-09-25 04:23:21,12.8628,30.2176,13592,836,6764,5992,Sudan,30.9970959835157,6.15067686874632
,,,Suriname,2020-09-25 04:23:21,3.9193,-56.0278,4789,102,4578,109,Suriname,816.35227416072,2.12988097723951
,,Blekinge,Sweden,2020-09-25 04:23:21,56.2784,15.018,665,17,0,648,"Blekinge, Sweden",416.651003095122,2.55639097744361
,,Dalarna,Sweden,2020-09-25 04:23:21,61.0917,14.6664,2488,176,0,2312,"Dalarna, Sweden",863.990887813145,7.07395498392283
,,Gavleborg,Sweden,2020-09-25 04:23:21,61.3012,16.1534,3326,167,0,3159,"Gavleborg, Sweden",1157.34457968836,5.0210463018641
,,Gotland,Sweden,2020-09-25 04:23:21,57.4684,18.4867,327,6,0,321,"Gotland, Sweden",547.867171531012,1.8348623853211
,,Halland,Sweden,2020-09-25 04:23:21,56.8967,12.8034,2449,84,0,2365,"Halland, Sweden",733.567371977666,3.42997141690486
,,Jamtland Harjedalen,Sweden,2020-09-25 04:23:21,63.1712,14.9592,1245,64,0,1181,"Jamtland Harjedalen, Sweden",951.762097698953,5.14056224899598
,,Jonkoping,Sweden,2020-09-25 04:23:21,57.3708,14.3439,5319,182,0,5137,"Jonkoping, Sweden",1462.87531043815,3.42169580748261
,,Kalmar,Sweden,2020-09-25 04:23:21,57.235,16.1849,917,64,0,853,"Kalmar, Sweden",373.605599602356,6.97928026172301
,,Kronoberg,Sweden,2020-09-25 04:23:21,56.7183,14.4115,1624,121,0,1503,"Kronoberg, Sweden",806.079347194854,7.45073891625616
,,Norrbotten,Sweden,2020-09-25 04:23:21,66.8309,20.3992,1701,88,0,1613,"Norrbotten, Sweden",680.14698532146,5.17342739564962
,,Orebro,Sweden,2020-09-25 04:23:21,59.535,15.0066,2930,172,0,2758,"Orebro, Sweden",961.27032036876,5.8703071672355
,,Ostergotland,Sweden,2020-09-25 04:23:21,58.3454,15.5198,4000,277,0,3723,"Ostergotland, Sweden",859.30031471874,6.925
,,Skane,Sweden,2020-09-25 04:23:21,55.9903,13.5958,5596,276,0,5320,"Skane, Sweden",406.146780401313,4.93209435310936
,,Sormland,Sweden,2020-09-25 04:23:21,59.0336,16.7519,2499,254,0,2245,"Sormland, Sweden",839.887074006856,10.1640656262505
,,Stockholm,Sweden,2020-09-25 04:23:21,59.6025,18.1384,24309,2403,0,21906,"Stockholm, Sweden",1022.64079347738,9.88522769344687
,,Uppsala,Sweden,2020-09-25 04:23:21,60.0092,17.2715,3986,243,0,3743,"Uppsala, Sweden",1038.79722605176,6.09633718013046
,,Varmland,Sweden,2020-09-25 04:23:21,59.7294,13.2354,1256,73,0,1183,"Varmland, Sweden",444.737158922716,5.81210191082803
,,Vasterbotten,Sweden,2020-09-25 04:23:21,65.3337,16.5162,963,31,0,932,"Vasterbotten, Sweden",354.388082550711,3.21910695742471
,,Vasternorrland,Sweden,2020-09-25 04:23:21,63.4276,17.7292,1897,136,0,1761,"Vasternorrland, Sweden",773.190623891876,7.16921454928835
,,Vastmanland,Sweden,2020-09-25 04:23:21,59.6714,16.2159,2947,183,0,2764,"Vastmanland, Sweden",1068.35360437927,6.20970478452664
,,Vastra Gotaland,Sweden,2020-09-25 04:23:21,58.2528,13.0596,19845,861,0,18984,"Vastra Gotaland, Sweden",1149.84752714701,4.33862433862434
,,,Switzerland,2020-09-25 04:23:21,46.8182,8.2275,51492,2061,42600,6831,Switzerland,594.965601023638,4.00256350501049
,,,Syria,2020-09-25 04:23:21,34.802075,38.996815,3966,183,1013,2770,Syria,22.6620063463903,4.6142208774584
,,,Taiwan*,2020-09-25 04:23:21,23.7,121,509,7,480,22,Taiwan*,2.13714913123208,1.37524557956778
,,,Tajikistan,2020-09-25 04:23:21,38.861,71.2761,9520,74,8296,1150,Tajikistan,99.8150276556826,0.777310924369748
,,,Tanzania,2020-09-25 04:23:21,-6.369028,34.888822,509,21,183,305,Tanzania,0.852107987092757,4.12573673870334
,,,Thailand,2020-09-25 04:23:21,15.870032,100.992541,3519,59,3360,100,Thailand,5.04154886696383,1.67661267405513
,,,Timor-Leste,2020-09-25 04:23:21,-8.874217,125.727539,27,0,27,0,Timor-Leste,2.04787165457411,0
,,,Togo,2020-09-25 04:23:21,8.6195,0.8248,1707,44,1307,356,Togo,20.6190871868499,2.5776215582894
,,,Trinidad and Tobago,2020-09-25 04:23:21,10.6918,-61.2225,4235,67,2047,2121,Trinidad and Tobago,302.610020357401,1.58205430932704
,,,Tunisia,2020-09-25 04:23:21,33.886917,9.537499,13305,180,5032,8093,Tunisia,112.576614287728,1.35287485907554
,,,Turkey,2020-09-25 04:23:21,38.9637,35.2433,309790,7785,271964,30041,Turkey,367.314947887673,2.51299267245553
1001,Autauga,Alabama,US,2020-09-25 04:23:21,32.53952745,-86.64408227,1738,25,0,0,"Autauga, Alabama, US",0,1.43843498273878
1003,Baldwin,Alabama,US,2020-09-25 04:23:21,30.72774991,-87.72207058,5165,50,0,0,"Baldwin, Alabama, US",0,0.968054211035818
1005,Barbour,Alabama,US,2020-09-25 04:23:21,31.868263,-85.3871286,857,7,0,0,"Barbour, Alabama, US",0,0.816802800466745
1007,Bibb,Alabama,US,2020-09-25 04:23:21,32.99642064,-87.1251146,642,10,0,0,"Bibb, Alabama, US",0,1.55763239875389
1009,Blount,Alabama,US,2020-09-25 04:23:21,33.98210918,-86.56790593,1594,15,0,0,"Blount, Alabama, US",0,0.941028858218319
1011,Bullock,Alabama,US,2020-09-25 04:23:21,32.10030533,-85.71265535,598,14,0,0,"Bullock, Alabama, US",0,2.34113712374582
1013,Butler,Alabama,US,2020-09-25 04:23:21,31.75300095,-86.68057478,913,39,0,0,"Butler, Alabama, US",0,4.27163198247536
1015,Calhoun,Alabama,US,2020-09-25 04:23:21,33.77483727,-85.82630386,3466,41,0,0,"Calhoun, Alabama, US",0,1.18291979226774
1017,Chambers,Alabama,US,2020-09-25 04:23:21,32.91360079,-85.39072749,1151,42,0,0,"Chambers, Alabama, US",0,3.64900086880973
1019,Cherokee,Alabama,US,2020-09-25 04:23:21,34.17805983,-85.60638968,591,15,0,0,"Cherokee, Alabama, US",0,2.53807106598985
1021,Chilton,Alabama,US,2020-09-25 04:23:21,32.85044126,-86.7173256,1535,31,0,0,"Chilton, Alabama, US",0,2.01954397394137
1023,Choctaw,Alabama,US,2020-09-25 04:23:21,32.02227341,-88.2656443,346,12,0,0,"Choctaw, Alabama, US",0,3.46820809248555
1025,Clarke,Alabama,US,2020-09-25 04:23:21,31.68099859,-87.83548597,1077,17,0,0,"Clarke, Alabama, US",0,1.57845868152275
1027,Clay,Alabama,US,2020-09-25 04:23:21,33.26984193,-85.85836077,570,7,0,0,"Clay, Alabama, US",0,1.2280701754386
1029,Cleburne,Alabama,US,2020-09-25 04:23:21,33.67679204,-85.52005899,339,6,0,0,"Cleburne, Alabama, US",0,1.76991150442478
1031,Coffee,Alabama,US,2020-09-25 04:23:21,31.39932826,-85.98901039,1307,8,0,0,"Coffee, Alabama, US",0,0.612088752869166
1033,Colbert,Alabama,US,2020-09-25 04:23:21,34.69847452,-87.80168544,1636,26,0,0,"Colbert, Alabama, US",0,1.58924205378973
1035,Conecuh,Alabama,US,2020-09-25 04:23:21,31.43401703,-86.99320044,531,11,0,0,"Conecuh, Alabama, US",0,2.07156308851224
1037,Coosa,Alabama,US,2020-09-25 04:23:21,32.93690146,-86.24847739,167,3,0,0,"Coosa, Alabama, US",0,1.79640718562874
1039,Covington,Alabama,US,2020-09-25 04:23:21,31.2477854,-86.45050893,1344,27,0,0,"Covington, Alabama, US",0,2.00892857142857
1041,Crenshaw,Alabama,US,2020-09-25 04:23:21,31.72941803,-86.31593104,531,32,0,0,"Crenshaw, Alabama, US",0,6.02636534839925
1043,Cullman,Alabama,US,2020-09-25 04:23:21,34.13020303,-86.86888037,1885,19,0,0,"Cullman, Alabama, US",0,1.0079575596817
1045,Dale,Alabama,US,2020-09-25 04:23:21,31.43037123,-85.61095742,1354,44,0,0,"Dale, Alabama, US",0,3.24963072378139
1047,Dallas,Alabama,US,2020-09-25 04:23:21,32.32688101,-87.1086671,1774,26,0,0,"Dallas, Alabama, US",0,1.46561443066516
1049,DeKalb,Alabama,US,2020-09-25 04:23:21,34.45946862,-85.80782906,2391,20,0,0,"DeKalb, Alabama, US",0,0.836470096194061
1051,Elmore,Alabama,US,2020-09-25 04:23:21,32.59785413,-86.14415284,2632,47,0,0,"Elmore, Alabama, US",0,1.78571428571429
1053,Escambia,Alabama,US,2020-09-25 04:23:21,31.1256789,-87.15918694,1584,25,0,0,"Escambia, Alabama, US",0,1.57828282828283
1055,Etowah,Alabama,US,2020-09-25 04:23:21,34.04567266,-86.04051873,3420,47,0,0,"Etowah, Alabama, US",0,1.37426900584795
1057,Fayette,Alabama,US,2020-09-25 04:23:21,33.72076938,-87.73886638,443,8,0,0,"Fayette, Alabama, US",0,1.8058690744921
1059,Franklin,Alabama,US,2020-09-25 04:23:21,34.44235334,-87.84289505,1755,29,0,0,"Franklin, Alabama, US",0,1.65242165242165
1061,Geneva,Alabama,US,2020-09-25 04:23:21,31.09389027,-85.83572839,599,5,0,0,"Geneva, Alabama, US",0,0.834724540901502
1063,Greene,Alabama,US,2020-09-25 04:23:21,32.85504247,-87.95684022,303,15,0,0,"Greene, Alabama, US",0,4.95049504950495
1065,Hale,Alabama,US,2020-09-25 04:23:21,32.76039258,-87.63284988,628,28,0,0,"Hale, Alabama, US",0,4.45859872611465
1067,Henry,Alabama,US,2020-09-25 04:23:21,31.51148016,-85.24267944,486,5,0,0,"Henry, Alabama, US",0,1.02880658436214
1069,Houston,Alabama,US,2020-09-25 04:23:21,31.15197924,-85.29939599,2781,23,0,0,"Houston, Alabama, US",0,0.827040632865876
1071,Jackson,Alabama,US,2020-09-25 04:23:21,34.78144169,-85.99750489,1546,11,0,0,"Jackson, Alabama, US",0,0.711513583441138
1073,Jefferson,Alabama,US,2020-09-25 04:23:21,33.55554728,-86.895063,19441,349,0,0,"Jefferson, Alabama, US",0,1.79517514531146
1075,Lamar,Alabama,US,2020-09-25 04:23:21,33.77995024,-88.09668032,363,2,0,0,"Lamar, Alabama, US",0,0.550964187327824
1077,Lauderdale,Alabama,US,2020-09-25 04:23:21,34.90171875,-87.65624729,1682,33,0,0,"Lauderdale, Alabama, US",0,1.96195005945303
1079,Lawrence,Alabama,US,2020-09-25 04:23:21,34.52041498,-87.31069453,609,22,0,0,"Lawrence, Alabama, US",0,3.61247947454844
1081,Lee,Alabama,US,2020-09-25 04:23:21,32.60154883,-85.35132246,5829,61,0,0,"Lee, Alabama, US",0,1.04649167953337
1083,Limestone,Alabama,US,2020-09-25 04:23:21,34.81185586,-86.98310072,2061,20,0,0,"Limestone, Alabama, US",0,0.970402717127608
1085,Lowndes,Alabama,US,2020-09-25 04:23:21,32.1597283,-86.65158371,653,27,0,0,"Lowndes, Alabama, US",0,4.13476263399694
1087,Macon,Alabama,US,2020-09-25 04:23:21,32.38759944,-85.69267724,480,20,0,0,"Macon, Alabama, US",0,4.16666666666667
1089,Madison,Alabama,US,2020-09-25 04:23:21,34.76327133,-86.55069633,7754,80,0,0,"Madison, Alabama, US",0,1.03172556100077
1091,Marengo,Alabama,US,2020-09-25 04:23:21,32.24767634,-87.78796182,708,20,0,0,"Marengo, Alabama, US",0,2.82485875706215
1093,Marion,Alabama,US,2020-09-25 04:23:21,34.13697363,-87.88704173,957,29,0,0,"Marion, Alabama, US",0,3.03030303030303
1095,Marshall,Alabama,US,2020-09-25 04:23:21,34.36975964,-86.30486727,3909,44,0,0,"Marshall, Alabama, US",0,1.12560757226912
1097,Mobile,Alabama,US,2020-09-25 04:23:21,30.78472347,-88.20842409,13271,291,0,0,"Mobile, Alabama, US",0,2.19275111144601
1099,Monroe,Alabama,US,2020-09-25 04:23:21,31.56729412,-87.36995001,581,8,0,0,"Monroe, Alabama, US",0,1.37693631669535
1101,Montgomery,Alabama,US,2020-09-25 04:23:21,32.2206831,-86.20969272,8778,179,0,0,"Montgomery, Alabama, US",0,2.03918888129414
1103,Morgan,Alabama,US,2020-09-25 04:23:21,34.45500589,-86.85475946,3254,28,0,0,"Morgan, Alabama, US",0,0.860479409956976
80001,Out of AL,Alabama,US,2020-09-25 04:23:21,,,0,0,0,0,"Out of AL, Alabama, US",,
1105,Perry,Alabama,US,2020-09-25 04:23:21,32.64048341,-87.29770589,540,7,0,0,"Perry, Alabama, US",0,1.2962962962963
1107,Pickens,Alabama,US,2020-09-25 04:23:21,33.28094866,-88.08818103,651,14,0,0,"Pickens, Alabama, US",0,2.1505376344086
1109,Pike,Alabama,US,2020-09-25 04:23:21,31.80396383,-85.9408295,1187,9,0,0,"Pike, Alabama, US",0,0.75821398483572
1111,Randolph,Alabama,US,2020-09-25 04:23:21,33.29526734,-85.45708831,637,13,0,0,"Randolph, Alabama, US",0,2.04081632653061
1113,Russell,Alabama,US,2020-09-25 04:23:21,32.28725256,-85.18415324,1744,2,0,0,"Russell, Alabama, US",0,0.114678899082569
1117,Shelby,Alabama,US,2020-09-25 04:23:21,33.26879845,-86.66232561,5849,51,0,0,"Shelby, Alabama, US",0,0.871943922037955
1115,St. Clair,Alabama,US,2020-09-25 04:23:21,33.71902176,-86.31029372,2278,37,0,0,"St. Clair, Alabama, US",0,1.62423178226514
1119,Sumter,Alabama,US,2020-09-25 04:23:21,32.59117397,-88.19916205,434,19,0,0,"Sumter, Alabama, US",0,4.3778801843318
1121,Talladega,Alabama,US,2020-09-25 04:23:21,33.37823223,-86.16886178,2127,28,0,0,"Talladega, Alabama, US",0,1.31640808650682
1123,Tallapoosa,Alabama,US,2020-09-25 04:23:21,32.86698258,-85.79833053,1146,85,0,0,"Tallapoosa, Alabama, US",0,7.41710296684119
1125,Tuscaloosa,Alabama,US,2020-09-25 04:23:21,33.28726072,-87.52556818,7496,119,0,0,"Tuscaloosa, Alabama, US",0,1.58751334044824
90001,Unassigned,Alabama,US,2020-09-25 04:23:21,,,0,0,0,0,"Unassigned, Alabama, US",,
1127,Walker,Alabama,US,2020-09-25 04:23:21,33.80270512,-87.30027177,2284,83,0,0,"Walker, Alabama, US",0,3.63397548161121
1129,Washington,Alabama,US,2020-09-25 04:23:21,31.4092794,-88.20689944,556,13,0,0,"Washington, Alabama, US",0,2.33812949640288
1131,Wilcox,Alabama,US,2020-09-25 04:23:21,31.98773215,-87.30891118,531,11,0,0,"Wilcox, Alabama, US",0,2.07156308851224
1133,Winston,Alabama,US,2020-09-25 04:23:21,34.15030532,-87.37325922,737,12,0,0,"Winston, Alabama, US",0,1.62822252374491
2013,Aleutians East,Alaska,US,2020-09-25 04:23:21,55.32222414,-161.9722021,2,0,0,2,"Aleutians East, Alaska, US",59.9340725202277,0
2016,Aleutians West,Alaska,US,2020-09-25 04:23:21,52.3233,-174.1596,8,0,0,8,"Aleutians West, Alaska, US",141.995030173944,0
2020,Anchorage,Alaska,US,2020-09-25 04:23:21,61.14998174,-149.1426986,3996,28,0,3968,"Anchorage, Alaska, US",1387.5,0.700700700700701
2050,Bethel,Alaska,US,2020-09-25 04:23:21,60.90980451,-159.8561831,102,1,0,101,"Bethel, Alaska, US",554.769933645165,0.980392156862745
2060,Bristol Bay,Alaska,US,2020-09-25 04:23:21,58.74513976,-156.701064,10,0,0,10,"Bristol Bay, Alaska, US",1196.17224880383,0
2068,Denali,Alaska,US,2020-09-25 04:23:21,63.67264044,-150.0076108,3,0,0,3,"Denali, Alaska, US",143.061516452074,0
2070,Dillingham,Alaska,US,2020-09-25 04:23:21,59.79603738,-158.2381942,8,0,0,8,"Dillingham, Alaska, US",162.73393002441,0
2090,Fairbanks North Star,Alaska,US,2020-09-25 04:23:21,64.80726247,-146.5692662,1013,10,0,1003,"Fairbanks North Star, Alaska, US",1045.95814102366,0.987166831194472
2100,Haines,Alaska,US,2020-09-25 04:23:21,59.09893571,-135.4679843,5,0,0,5,"Haines, Alaska, US",197.628458498024,0
2110,Juneau,Alaska,US,2020-09-25 04:23:21,58.45031811,-134.200436,280,1,0,279,"Juneau, Alaska, US",875.71151560643,0.357142857142857
2122,Kenai Peninsula,Alaska,US,2020-09-25 04:23:21,60.24429722,-151.5388884,442,2,0,440,"Kenai Peninsula, Alaska, US",752.878653675819,0.452488687782805
2130,Ketchikan Gateway,Alaska,US,2020-09-25 04:23:21,55.57445008,-130.975561,49,0,0,49,"Ketchikan Gateway, Alaska, US",352.492626429753,0
2150,Kodiak Island,Alaska,US,2020-09-25 04:23:21,57.65529415,-153.7493579,21,0,0,21,"Kodiak Island, Alaska, US",161.563317433451,0
2158,Kusilvak,Alaska,US,2020-09-25 04:23:21,62.1542916,-163.3967883,12,0,0,12,"Kusilvak, Alaska, US",144.334856867934,0
2170,Matanuska-Susitna,Alaska,US,2020-09-25 04:23:21,62.31305045,-149.5741743,591,2,0,589,"Matanuska-Susitna, Alaska, US",545.620724355364,0.338409475465313
2180,Nome,Alaska,US,2020-09-25 04:23:21,64.90320724,-164.0353804,61,0,0,61,"Nome, Alaska, US",609.756097560976,0
2185,North Slope,Alaska,US,2020-09-25 04:23:21,69.31479216,-153.4836093,112,0,0,112,"North Slope, Alaska, US",1139.13751017087,0
2188,Northwest Arctic,Alaska,US,2020-09-25 04:23:21,67.04919196,-159.7503946,102,0,0,102,"Northwest Arctic, Alaska, US",1338.40703319774,0
2195,Petersburg,Alaska,US,2020-09-25 04:23:21,57.13978948,-132.9540995,7,1,0,6,"Petersburg, Alaska, US",214.329454990814,14.2857142857143
2198,Prince of Wales-Hyder,Alaska,US,2020-09-25 04:23:21,55.76261984,-133.0511621,31,0,0,31,"Prince of Wales-Hyder, Alaska, US",499.758181525069,0
2220,Sitka,Alaska,US,2020-09-25 04:23:21,57.24124555,-135.3206587,45,0,0,45,"Sitka, Alaska, US",529.848110208407,0
2240,Southeast Fairbanks,Alaska,US,2020-09-25 04:23:21,63.87692095,-143.2127643,24,0,0,24,"Southeast Fairbanks, Alaska, US",348.179312345858,0
90002,Unassigned,Alaska,US,2020-09-25 04:23:21,,,17,0,0,17,"Unassigned, Alaska, US",,0
2261,Valdez-Cordova,Alaska,US,2020-09-25 04:23:21,61.47502768,-144.7126799,76,0,0,76,"Valdez-Cordova, Alaska, US",825.907411432297,0
2275,Wrangell,Alaska,US,2020-09-25 04:23:21,56.3202004,-132.0583731,13,0,0,13,"Wrangell, Alaska, US",519.584332533973,0
2282,Yakutat,Alaska,US,2020-09-25 04:23:21,59.8909808,-140.3601451,23,0,0,23,"Yakutat, Alaska, US",3972.36614853195,0
2290,Yukon-Koyukuk,Alaska,US,2020-09-25 04:23:21,65.50815459,-151.3907387,79,1,0,78,"Yukon-Koyukuk, Alaska, US",1510.51625239006,1.26582278481013
4001,Apache,Arizona,US,2020-09-25 04:23:21,35.39465006,-109.4892383,3495,164,0,3331,"Apache, Arizona, US",4861.79698693783,4.69241773962804
4003,Cochise,Arizona,US,2020-09-25 04:23:21,31.87934684,-109.7516088,1889,71,0,1818,"Cochise, Arizona, US",1500.13500420895,3.75860243515087
4005,Coconino,Arizona,US,2020-09-25 04:23:21,35.83883429,-111.7707178,3918,133,0,3785,"Coconino, Arizona, US",2730.7703030472,3.39458907605921
4007,Gila,Arizona,US,2020-09-25 04:23:21,33.80190085,-110.8132779,1268,54,0,1214,"Gila, Arizona, US",2347.36569291718,4.25867507886435
4009,Graham,Arizona,US,2020-09-25 04:23:21,32.93166885,-109.8882178,811,25,0,786,"Graham, Arizona, US",2088.21484666684,3.0826140567201
4011,Greenlee,Arizona,US,2020-09-25 04:23:21,33.21498827,-109.2405279,59,0,0,59,"Greenlee, Arizona, US",621.18340703306,0
4012,La Paz,Arizona,US,2020-09-25 04:23:21,33.72854224,-113.9810029,538,15,0,523,"La Paz, Arizona, US",2548.79666477165,2.78810408921933
4013,Maricopa,Arizona,US,2020-09-25 04:23:21,33.34835867,-112.4918154,140584,3329,0,137255,"Maricopa, Arizona, US",3134.24803150835,2.36797928640528
4015,Mohave,Arizona,US,2020-09-25 04:23:21,35.70471703,-113.7577902,3947,222,0,3725,"Mohave, Arizona, US",1860.20425957084,5.62452495566253
4017,Navajo,Arizona,US,2020-09-25 04:23:21,35.3997715,-110.3218983,5770,233,0,5537,"Navajo, Arizona, US",5201.75976344164,4.03812824956672
4019,Pima,Arizona,US,2020-09-25 04:23:21,32.0971334,-111.7890033,25140,617,0,24523,"Pima, Arizona, US",2400.50645529988,2.45425616547335
4021,Pinal,Arizona,US,2020-09-25 04:23:21,32.90525627,-111.3449483,10462,207,0,10255,"Pinal, Arizona, US",2260.6414586345,1.97858917988912
4023,Santa Cruz,Arizona,US,2020-09-25 04:23:21,31.52508998,-110.8479088,2830,63,0,2767,"Santa Cruz, Arizona, US",6086.28328100133,2.22614840989399
90004,Unassigned,Arizona,US,2020-09-25 04:23:21,,,3,2,0,1,"Unassigned, Arizona, US",,66.6666666666667
4025,Yavapai,Arizona,US,2020-09-25 04:23:21,34.59933926,-112.5538588,2506,80,0,2426,"Yavapai, Arizona, US",1065.93392570789,3.19233838786911
4027,Yuma,Arizona,US,2020-09-25 04:23:21,32.76895712,-113.9066674,12632,344,0,12288,"Yuma, Arizona, US",5908.68481245352,2.72324255858138
5001,Arkansas,Arkansas,US,2020-09-25 04:23:21,34.29145151,-91.37277296,376,5,0,371,"Arkansas, Arkansas, US",2150.29166190095,1.32978723404255
5003,Ashley,Arkansas,US,2020-09-25 04:23:21,33.19153461,-91.7698471,429,10,0,419,"Ashley, Arkansas, US",2182.42865137101,2.33100233100233
5005,Baxter,Arkansas,US,2020-09-25 04:23:21,36.28784385,-92.33782872,317,2,0,315,"Baxter, Arkansas, US",755.985881904035,0.630914826498423
5007,Benton,Arkansas,US,2020-09-25 04:23:21,36.33644656,-94.25680817,6458,84,0,6374,"Benton, Arkansas, US",2313.52613911966,1.30071229482812
5009,Boone,Arkansas,US,2020-09-25 04:23:21,36.3084504,-93.09374925,688,10,0,678,"Boone, Arkansas, US",1837.99957255824,1.45348837209302
5011,Bradley,Arkansas,US,2020-09-25 04:23:21,33.46755808,-92.15980837,340,8,0,332,"Bradley, Arkansas, US",3158.97054724519,2.35294117647059
5013,Calhoun,Arkansas,US,2020-09-25 04:23:21,33.55598792,-92.49974403,34,0,0,34,"Calhoun, Arkansas, US",655.232222008094,0
5015,Carroll,Arkansas,US,2020-09-25 04:23:21,36.3403856,-93.54270261,639,9,0,630,"Carroll, Arkansas, US",2251.58562367865,1.40845070422535
5017,Chicot,Arkansas,US,2020-09-25 04:23:21,33.26458973,-91.29539209,1004,19,0,985,"Chicot, Arkansas, US",9922.90966594189,1.89243027888446
5019,Clark,Arkansas,US,2020-09-25 04:23:21,34.04613432,-93.17484713,329,4,0,325,"Clark, Arkansas, US",1474.01433691756,1.21580547112462
5021,Clay,Arkansas,US,2020-09-25 04:23:21,36.36826212,-90.4148172,284,7,0,277,"Clay, Arkansas, US",1951.75589306577,2.46478873239437
5023,Cleburne,Arkansas,US,2020-09-25 04:23:21,35.53864922,-92.02640019,320,8,0,312,"Cleburne, Arkansas, US",1284.16068060516,2.5
5025,Cleveland,Arkansas,US,2020-09-25 04:23:21,33.89723187,-92.18537045,179,10,0,169,"Cleveland, Arkansas, US",2249.87430869784,5.58659217877095
5027,Columbia,Arkansas,US,2020-09-25 04:23:21,33.21230701,-93.22642793,412,18,0,394,"Columbia, Arkansas, US",1756.40533742593,4.36893203883495
5029,Conway,Arkansas,US,2020-09-25 04:23:21,35.26205537,-92.70506566,257,3,0,254,"Conway, Arkansas, US",1232.85042694042,1.16731517509728
5031,Craighead,Arkansas,US,2020-09-25 04:23:21,35.83018283,-90.63235729,2814,21,0,2793,"Craighead, Arkansas, US",2550.48399376428,0.746268656716418
5033,Crawford,Arkansas,US,2020-09-25 04:23:21,35.58928601,-94.2446814,1316,15,0,1301,"Crawford, Arkansas, US",2080.40216892992,1.13981762917933
5035,Crittenden,Arkansas,US,2020-09-25 04:23:21,35.21247318,-90.30839406,1917,46,0,1871,"Crittenden, Arkansas, US",3997.49765405067,2.39958268127282
5037,Cross,Arkansas,US,2020-09-25 04:23:21,35.29631396,-90.77185818,428,9,0,419,"Cross, Arkansas, US",2606.73609842256,2.10280373831776
5039,Dallas,Arkansas,US,2020-09-25 04:23:21,33.97042763,-92.65167437,161,3,0,158,"Dallas, Arkansas, US",2297.04665430161,1.86335403726708
5041,Desha,Arkansas,US,2020-09-25 04:23:21,33.83011025,-91.25500948,288,5,0,283,"Desha, Arkansas, US",2534.9881172432,1.73611111111111
